movement,"(24.063, -9.878)",0.3,20,0
point,"(0, 0)",0.3,5,1
movement,"(-42.45, 5.732)",0.3,20,0
point,"(0, 0)",0.3,5,1
movement,"(-11.846, 35.488)",0.3,20,0
line,"(62.317, 0.366)",0.3,5,1
line,"(1.111, -62.439)",0.3,5,1
movement,"(-39.735, 27.195)",0.3,20,0
circle,"(7.376, 4.084)",2,5,1
